time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.Latitude,.Longitude,.Altitude,.Easting,.Northing,.Zone_nos,.Zone_let
2022/02/08/12:04:48.516527,151,0,0,,42.340763333333335,-71.09775833333333,9.4,327194.9784217245,4689743.113250655,19.0,T
2022/02/08/12:04:49.502726,152,0,0,,42.340765,-71.097755,9.5,327195.257586007,4689743.291546814,19.0,T
2022/02/08/12:04:50.501904,153,0,0,,42.34076666666667,-71.09775166666667,9.5,327195.53675027925,4689743.469842983,19.0,T
2022/02/08/12:04:51.502813,154,0,0,,42.34077,-71.09774666666667,9.6,327195.9577796053,4689743.829822672,19.0,T
2022/02/08/12:04:52.516241,155,0,0,,42.34077166666667,-71.09774333333333,9.8,327196.2369438358,4689744.008118869,19.0,T
2022/02/08/12:04:53.535309,156,0,0,,42.340775,-71.09774,9.9,327196.52067393553,4689744.371485905,19.0,T
2022/02/08/12:04:54.504576,157,0,0,,42.34077666666666,-71.09773666666666,10.0,327196.7998381279,4689744.549782122,19.0,T
2022/02/08/12:04:55.522410,158,0,0,,42.34078,-71.09773333333334,10.0,327197.0835681776,4689744.913149183,19.0,T
2022/02/08/12:04:56.505720,159,0,0,,42.340781666666665,-71.09773,10.0,327197.36273233616,4689745.09144542,19.0,T
2022/02/08/12:04:57.522647,160,0,0,,42.340785,-71.09772666666667,10.0,327197.6464623336,4689745.4548125,19.0,T
2022/02/08/12:04:58.541576,161,0,0,,42.340788333333336,-71.09772333333333,9.9,327197.93019230675,4689745.81817959,19.0,T
2022/02/08/12:04:59.519782,162,0,0,,42.34079,-71.09772166666667,9.9,327198.0720572785,4689745.99986314,19.0,T
2022/02/08/12:05:00.503194,163,0,0,,42.34079333333333,-71.09771833333333,9.8,327198.3557872089,4689746.363230245,19.0,T
2022/02/08/12:05:01.503320,164,0,0,,42.340795,-71.097715,9.8,327198.6349512775,4689746.541526534,19.0,T
2022/02/08/12:05:02.520222,165,0,0,,42.34079833333333,-71.09771333333333,9.9,327198.78138204676,4689746.908280927,19.0,T
2022/02/08/12:05:03.538793,166,0,0,,42.3408,-71.09771,10.0,327199.06054608105,4689747.08657723,19.0,T
2022/02/08/12:05:04.501453,167,0,0,,42.340803333333334,-71.09770666666667,10.1,327199.34427591856,4689747.449944373,19.0,T
2022/02/08/12:05:05.501142,168,0,0,,42.340805,-71.09770333333333,10.1,327199.6234399169,4689747.6282407,19.0,T
2022/02/08/12:05:06.522125,169,0,0,,42.340808333333335,-71.0977,10.2,327199.90716970223,4689747.991607865,19.0,T
2022/02/08/12:05:07.504784,170,0,0,,42.34081166666667,-71.09769666666666,10.2,327200.19089945906,4689748.354975043,19.0,T
2022/02/08/12:05:08.523745,171,0,0,,42.34081333333334,-71.09769333333334,10.2,327200.4700633999,4689748.533271401,19.0,T
2022/02/08/12:05:09.522796,172,0,0,,42.34081666666667,-71.09769,10.1,327200.75379310874,4689748.896638599,19.0,T
2022/02/08/12:05:10.506348,173,0,0,,42.34082,-71.09768833333334,10.1,327200.9002237255,4689749.263393031,19.0,T
2022/02/08/12:05:11.516236,174,0,0,,42.34082166666666,-71.09768666666666,10.1,327201.04208855645,4689749.445076639,19.0,T
2022/02/08/12:05:12.500612,175,0,0,,42.340825,-71.097685,10.1,327201.18851915066,4689749.8118310785,19.0,T
2022/02/08/12:05:13.520094,176,0,0,,42.340826666666665,-71.09768333333334,10.1,327201.33038396394,4689749.993514689,19.0,T
2022/02/08/12:05:14.499587,177,0,0,,42.34083,-71.09768,10.1,327201.61411357124,4689750.356881919,19.0,T
2022/02/08/12:05:15.518064,178,0,0,,42.340831666666666,-71.09767666666667,10.2,327201.89327739715,4689750.535178332,19.0,T
2022/02/08/12:05:16.501982,179,0,0,,42.340833333333336,-71.09767333333333,10.2,327202.1724412128,4689750.713474754,19.0,T
2022/02/08/12:05:17.505329,180,0,0,,42.340835,-71.09767166666667,10.2,327202.31430598313,4689750.895158384,19.0,T
2022/02/08/12:05:18.524787,181,0,0,,42.34083833333333,-71.09766833333333,10.2,327202.5980355046,4689751.258525651,19.0,T
2022/02/08/12:05:19.504947,182,0,0,,42.34084,-71.097665,10.2,327202.87719926925,4689751.4368221015,19.0,T
2022/02/08/12:05:20.523554,183,0,0,,42.34084333333333,-71.09766166666667,10.3,327203.1609287427,4689751.800189393,19.0,T
2022/02/08/12:05:21.523157,184,0,0,,42.340845,-71.09765833333333,10.3,327203.4400924714,4689751.978485862,19.0,T
2022/02/08/12:05:22.519884,185,0,0,,42.340848333333334,-71.097655,10.5,327203.72382189275,4689752.341853174,19.0,T
2022/02/08/12:05:23.538538,186,0,0,,42.34085,-71.09765,10.6,327204.1402845835,4689752.516762502,19.0,T
2022/02/08/12:05:24.506454,187,0,0,,42.340853333333335,-71.09764666666666,10.7,327204.4240139453,4689752.88012984,19.0,T
2022/02/08/12:05:25.505999,188,0,0,,42.340855,-71.09764333333334,10.9,327204.7031776005,4689753.058426359,19.0,T
2022/02/08/12:05:26.505996,189,0,0,,42.34085666666667,-71.09764,11.0,327204.98234124127,4689753.236722888,19.0,T
2022/02/08/12:05:27.505507,190,0,0,,42.34085833333334,-71.097635,11.2,327205.3988038431,4689753.411632287,19.0,T
2022/02/08/12:05:28.524220,191,0,0,,42.34086166666667,-71.09763166666667,11.4,327205.68253310455,4689753.774999675,19.0,T
2022/02/08/12:05:29.507084,192,0,0,,42.340865,-71.09762666666667,11.5,327206.10356130253,4689754.134979945,19.0,T
2022/02/08/12:05:30.506494,193,0,0,,42.34086833333333,-71.09762333333333,11.5,327206.3872905016,4689754.49834736,19.0,T
2022/02/08/12:05:31.500517,194,0,0,,42.340871666666665,-71.09762,11.7,327206.6710196702,4689754.861714784,19.0,T
2022/02/08/12:05:32.506067,195,0,0,,42.340875,-71.09761666666667,11.8,327206.95474881434,4689755.2250822205,19.0,T
2022/02/08/12:05:33.525290,196,0,0,,42.34087666666667,-71.09761333333333,11.8,327207.2339123091,4689755.403378835,19.0,T
2022/02/08/12:05:34.500768,197,0,0,,42.340878333333336,-71.09761,11.9,327207.51307579153,4689755.581675463,19.0,T
2022/02/08/12:05:35.500900,198,0,0,,42.34088,-71.09760666666666,11.9,327207.79223925946,4689755.759972098,19.0,T
2022/02/08/12:05:36.507071,199,0,0,,42.34088166666667,-71.097605,11.9,327207.9341037886,4689755.941655839,19.0,T
2022/02/08/12:05:37.501196,200,0,0,,42.340885,-71.09760166666666,11.9,327208.21783282113,4689756.305023323,19.0,T
2022/02/08/12:05:38.520235,201,0,0,,42.34088666666667,-71.09759833333334,11.8,327208.4969962423,4689756.483319987,19.0,T
2022/02/08/12:05:39.505562,202,0,0,,42.34088833333333,-71.097595,11.9,327208.77615964913,4689756.661616661,19.0,T
2022/02/08/12:05:40.507834,203,0,0,,42.34089,-71.09759166666667,11.9,327209.05532303936,4689756.839913346,19.0,T
2022/02/08/12:05:41.505580,204,0,0,,42.340891666666664,-71.09758833333333,11.9,327209.33448641934,4689757.018210042,19.0,T
2022/02/08/12:05:42.499896,205,0,0,,42.340893333333334,-71.09758666666667,12.0,327209.47635087976,4689757.199893812,19.0,T
2022/02/08/12:05:43.522758,206,0,0,,42.340895,-71.09758333333333,12.0,327209.75551423454,4689757.378190524,19.0,T
2022/02/08/12:05:44.523941,207,0,0,,42.340896666666666,-71.09757833333333,12.1,327210.1719764644,4689757.553100196,19.0,T
2022/02/08/12:05:45.506340,208,0,0,,42.3409,-71.09757666666667,12.1,327210.3184064354,4689757.919854812,19.0,T
2022/02/08/12:05:46.518510,209,0,0,,42.34090166666667,-71.09757333333333,12.1,327210.5975697356,4689758.098151555,19.0,T
2022/02/08/12:05:47.522680,210,0,0,,42.34090333333333,-71.09757,12.2,327210.87673302344,4689758.276448311,19.0,T
2022/02/08/12:05:48.541525,211,0,0,,42.34090666666667,-71.09756666666667,12.2,327211.1604618145,4689758.63981591,19.0,T
2022/02/08/12:05:49.506340,212,0,0,,42.34090833333333,-71.09756333333333,12.2,327211.43962506636,4689758.818112686,19.0,T
2022/02/08/12:05:50.523087,213,0,0,,42.34091166666666,-71.09756166666666,12.3,327211.5860549464,4689759.184867326,19.0,T
2022/02/08/12:05:51.505708,214,0,0,,42.34091333333333,-71.09755666666666,12.3,327212.002517021,4689759.359777103,19.0,T
2022/02/08/12:05:52.507565,215,0,0,,42.340915,-71.09755333333334,12.4,327212.2816802225,4689759.538073914,19.0,T
2022/02/08/12:05:53.526246,216,0,0,,42.340916666666665,-71.09755166666666,12.5,327212.4235445596,4689759.719757738,19.0,T
2022/02/08/12:05:54.523427,217,0,0,,42.34092,-71.09754833333334,12.5,327212.70727321465,4689760.083125394,19.0,T
2022/02/08/12:05:55.505996,218,0,0,,42.34092166666667,-71.097545,12.6,327212.98643636936,4689760.261422231,19.0,T
2022/02/08/12:05:56.506430,219,0,0,,42.340925,-71.09754166666667,12.6,327213.2701649743,4689760.6247899085,19.0,T
2022/02/08/12:05:57.524264,220,0,0,,42.34092666666667,-71.09753833333333,12.6,327213.54932809307,4689760.803086766,19.0,T
2022/02/08/12:05:58.543193,221,0,0,,42.34092833333333,-71.09753666666667,12.5,327213.69119237305,4689760.984770614,19.0,T
2022/02/08/12:05:59.505582,222,0,0,,42.34093,-71.097535,12.5,327213.83305664797,4689761.166454467,19.0,T
2022/02/08/12:06:00.523448,223,0,0,,42.34093333333333,-71.09753166666667,12.4,327214.11678517435,4689761.529822176,19.0,T
2022/02/08/12:06:01.505436,224,0,0,,42.340935,-71.09753,12.4,327214.2586494237,4689761.711506036,19.0,T
2022/02/08/12:06:02.522449,225,0,0,,42.340938333333334,-71.09752666666667,12.3,327214.5423779094,4689762.074873763,19.0,T
2022/02/08/12:06:03.541435,226,0,0,,42.34094,-71.09752333333333,12.3,327214.8215409362,4689762.25317067,19.0,T
2022/02/08/12:06:04.501227,227,0,0,,42.340941666666666,-71.09752,12.3,327215.1007039506,4689762.431467585,19.0,T
2022/02/08/12:06:05.517368,228,0,0,,42.340945,-71.09751666666666,12.3,327215.38443236257,4689762.794835344,19.0,T
2022/02/08/12:06:06.504455,229,0,0,,42.34094666666667,-71.09751333333334,12.4,327215.66359533893,4689762.973132283,19.0,T
2022/02/08/12:06:07.504915,230,0,0,,42.34095,-71.09751,12.4,327215.947323703,4689763.3365000645,19.0,T
2022/02/08/12:06:08.523953,231,0,0,,42.34095166666667,-71.09750666666666,12.5,327216.2264866454,4689763.514797025,19.0,T
2022/02/08/12:06:09.505277,232,0,0,,42.340955,-71.09750333333334,12.4,327216.5102149552,4689763.878164827,19.0,T
2022/02/08/12:06:10.501295,233,0,0,,42.34095833333333,-71.0975,12.4,327216.79394323856,4689764.24153264,19.0,T
2022/02/08/12:06:11.523343,234,0,0,,42.34096,-71.09749666666667,12.4,327217.0731061235,4689764.419829632,19.0,T
2022/02/08/12:06:12.523522,235,0,0,,42.340963333333335,-71.09749333333333,12.3,327217.3568343568,4689764.783197467,19.0,T
2022/02/08/12:06:13.542740,236,0,0,,42.34096666666667,-71.09749,12.3,327217.6405625615,4689765.1465653125,19.0,T
2022/02/08/12:06:14.499526,237,0,0,,42.34097,-71.09748666666667,12.3,327217.9242907377,4689765.509933168,19.0,T
2022/02/08/12:06:15.499825,238,0,0,,42.34097333333333,-71.09748333333333,12.3,327218.20801888336,4689765.873301035,19.0,T
2022/02/08/12:06:16.501966,239,0,0,,42.340975,-71.09748,12.3,327218.48718166765,4689766.051598082,19.0,T
2022/02/08/12:06:17.501025,240,0,0,,42.34097833333333,-71.09747666666667,12.3,327218.77090976527,4689766.414965971,19.0,T
2022/02/08/12:06:18.520401,241,0,0,,42.340981666666664,-71.09747333333334,12.3,327219.05463783233,4689766.77833387,19.0,T
2022/02/08/12:06:19.500315,242,0,0,,42.340985,-71.09747,12.2,327219.33836587507,4689767.14170178,19.0,T
2022/02/08/12:06:20.500395,243,0,0,,42.340988333333335,-71.09746666666666,12.2,327219.6220938851,4689767.505069702,19.0,T
2022/02/08/12:06:21.500749,244,0,0,,42.34099166666667,-71.09746333333334,12.2,327219.9058218687,4689767.868437635,19.0,T
2022/02/08/12:06:22.501670,245,0,0,,42.340995,-71.09746,12.2,327220.18954982376,4689768.231805577,19.0,T
2022/02/08/12:06:23.518199,246,0,0,,42.34099833333333,-71.09745666666667,12.2,327220.4732777482,4689768.595173529,19.0,T
2022/02/08/12:06:24.501087,247,0,0,,42.34100166666666,-71.09745166666667,12.1,327220.89430431,4689768.955154649,19.0,T
2022/02/08/12:06:25.500243,248,0,0,,42.341005,-71.09744833333333,12.1,327221.17803217226,4689769.31852263,19.0,T
2022/02/08/12:06:26.499378,249,0,0,,42.341008333333335,-71.097445,12.1,327221.461760006,4689769.681890622,19.0,T
2022/02/08/12:06:27.499557,250,0,0,,42.34101,-71.09744333333333,12.1,327221.60362391104,4689769.86357462,19.0,T
2022/02/08/12:06:28.514067,251,0,0,,42.341013333333336,-71.09744,11.9,327221.8873516999,4689770.226942629,19.0,T
2022/02/08/12:06:29.490935,252,0,0,,42.34101666666667,-71.097435,11.8,327222.3083780933,4689770.586923828,19.0,T
2022/02/08/12:06:30.490230,253,0,0,,42.34102,-71.09743166666667,11.6,327222.5921058199,4689770.950291861,19.0,T
2022/02/08/12:06:31.490097,254,0,0,,42.34102333333333,-71.09742666666666,11.5,327223.0131321323,4689771.310273101,19.0,T
2022/02/08/12:06:32.491029,255,0,0,,42.341026666666664,-71.09742166666666,11.4,327223.43415840156,4689771.670254365,19.0,T
2022/02/08/12:06:33.504924,256,0,0,,42.34103,-71.09741833333334,11.3,327223.71788602805,4689772.033622444,19.0,T
2022/02/08/12:06:34.508259,257,0,0,,42.341033333333336,-71.097415,11.3,327224.001613626,4689772.396990532,19.0,T
2022/02/08/12:06:35.508079,258,0,0,,42.34103833333333,-71.09741166666667,11.3,327224.2899063848,4689772.945429465,19.0,T
2022/02/08/12:06:36.508210,259,0,0,,42.34104166666667,-71.09740666666667,11.3,327224.7109324951,4689773.305410801,19.0,T
2022/02/08/12:06:37.490906,260,0,0,,42.341045,-71.09740166666667,11.1,327225.1319585601,4689773.665392162,19.0,T
2022/02/08/12:06:38.508046,261,0,0,,42.34105,-71.09739666666667,10.9,327225.5575497439,4689774.21044438,19.0,T
2022/02/08/12:06:39.490907,262,0,0,,42.341053333333335,-71.09739,10.7,327226.1158742608,4689774.567039041,19.0,T
2022/02/08/12:06:40.510263,263,0,0,,42.34105666666667,-71.09738666666667,10.5,327226.3996016372,4689774.930407221,19.0,T
2022/02/08/12:06:41.491113,264,0,0,,42.34106166666667,-71.09738166666666,10.3,327226.82519264735,4689775.47545951,19.0,T
2022/02/08/12:06:42.490635,265,0,0,,42.341065,-71.09737666666666,10.1,327227.24621847563,4689775.835440993,19.0,T
2022/02/08/12:06:43.505434,266,0,0,,42.34107,-71.09737333333334,9.9,327227.53451085574,4689776.383880052,19.0,T
2022/02/08/12:06:44.507159,267,0,0,,42.341073333333334,-71.09736833333334,9.7,327227.9555365966,4689776.743861574,19.0,T
2022/02/08/12:06:45.505733,268,0,0,,42.341076666666666,-71.09736333333333,9.5,327228.3765622922,4689777.103843119,19.0,T
2022/02/08/12:06:46.488818,269,0,0,,42.34108166666667,-71.09735833333333,9.4,327228.80215302383,4689777.6488955235,19.0,T
2022/02/08/12:06:47.505912,270,0,0,,42.341085,-71.09735333333333,9.3,327229.22317862266,4689778.008877119,19.0,T
2022/02/08/12:06:48.519703,271,0,0,,42.34108833333333,-71.09735,9.1,327229.50690570415,4689778.372245418,19.0,T
2022/02/08/12:06:49.507848,272,0,0,,42.34109333333333,-71.097345,9.0,327229.9324962772,4689778.917297886,19.0,T
2022/02/08/12:06:50.489134,273,0,0,,42.341096666666665,-71.09734,8.8,327230.35352174344,4689779.277279546,19.0,T
2022/02/08/12:06:51.507630,274,0,0,,42.3411,-71.09733666666666,8.7,327230.6372487199,4689779.640647888,19.0,T
2022/02/08/12:06:52.508337,275,0,0,,42.341105,-71.09733166666666,8.7,327231.0628391303,4689780.185700422,19.0,T
2022/02/08/12:06:53.522698,276,0,0,,42.34110833333333,-71.09732666666666,8.6,327231.48386446584,4689780.545682146,19.0,T
2022/02/08/12:06:54.489240,277,0,0,,42.34111333333333,-71.09732333333334,8.5,327231.772156341,4689781.094121366,19.0,T
2022/02/08/12:06:55.489431,278,0,0,,42.341116666666665,-71.09731666666667,8.4,327232.33047999506,4689781.4507165,19.0,T
2022/02/08/12:06:56.508391,279,0,0,,42.341121666666666,-71.09731166666667,8.3,327232.75607016956,4689781.995769132,19.0,T
2022/02/08/12:06:57.489579,280,0,0,,42.34112666666667,-71.09730666666667,8.3,327233.1816602821,4689782.540821788,19.0,T
2022/02/08/12:06:58.504021,281,0,0,,42.34113166666667,-71.09730333333333,8.2,327233.4699519489,4689783.089261072,19.0,T
2022/02/08/12:06:59.506804,282,0,0,,42.341135,-71.09729833333333,8.1,327233.8909769887,4689783.449242934,19.0,T
2022/02/08/12:07:00.489415,283,0,0,,42.34114,-71.09729333333334,8.0,327234.31656692794,4689783.994295655,19.0,T
2022/02/08/12:07:01.489676,284,0,0,,42.341145,-71.09728833333334,7.9,327234.742156803,4689784.539348398,19.0,T
2022/02/08/12:07:02.507720,285,0,0,,42.34115,-71.09728333333334,7.8,327235.16774661606,4689785.084401168,19.0,T
2022/02/08/12:07:03.522045,286,0,0,,42.34115333333333,-71.09727666666667,7.9,327235.7260697814,4689785.440996561,19.0,T
2022/02/08/12:07:04.506825,287,0,0,,42.34115666666667,-71.09727166666667,7.9,327236.14709456865,4689785.800978552,19.0,T
2022/02/08/12:07:05.488198,288,0,0,,42.34116,-71.09726666666667,8.0,327236.56811931066,4689786.160960566,19.0,T
2022/02/08/12:07:06.488005,289,0,0,,42.341165,-71.09726166666667,8.1,327236.99370888737,4689786.706013439,19.0,T
2022/02/08/12:07:07.488970,290,0,0,,42.341168333333336,-71.09725666666667,8.1,327237.4147335326,4689787.065995504,19.0,T
2022/02/08/12:07:08.502982,291,0,0,,42.34117166666667,-71.09725166666666,8.0,327237.8357581346,4689787.425977591,19.0,T
2022/02/08/12:07:09.489210,292,0,0,,42.34117666666667,-71.09724666666666,8.0,327238.26134753774,4689787.971030538,19.0,T
2022/02/08/12:07:10.490856,293,0,0,,42.34118,-71.09724166666666,8.0,327238.68237204297,4689788.331012675,19.0,T
2022/02/08/12:07:11.489177,294,0,0,,42.341185,-71.09723666666666,7.9,327239.1079613302,4689788.87606567,19.0,T
2022/02/08/12:07:12.489969,295,0,0,,42.34119,-71.09723166666667,7.9,327239.5335505492,4689789.421118689,19.0,T
2022/02/08/12:07:13.504623,296,0,0,,42.34119333333334,-71.09722833333333,7.9,327239.8172766637,4689789.784487383,19.0,T
2022/02/08/12:07:14.490514,297,0,0,,42.34119833333333,-71.09722333333333,7.9,327240.2428657778,4689790.329540442,19.0,T
2022/02/08/12:07:15.487869,298,0,0,,42.34120333333333,-71.09721833333333,8.0,327240.66845482774,4689790.874593527,19.0,T
2022/02/08/12:07:16.491234,299,0,0,,42.341206666666665,-71.097215,8.1,327240.952180824,4689791.237962264,19.0,T
2022/02/08/12:07:17.490259,300,0,0,,42.34121,-71.09721,8.2,327241.3732050017,4689791.597944553,19.0,T
2022/02/08/12:07:18.489258,301,0,0,,42.341213333333336,-71.09720666666666,8.3,327241.65693093574,4689791.961313318,19.0,T
2022/02/08/12:07:19.486716,302,0,0,,42.34121833333333,-71.09720333333334,8.4,327241.94522159256,4689792.509752928,19.0,T
